COM_AV,COM_AP,NCC_AV,NCC_AP
57170,57133,DEDELING,CHATEAU VOUE
51332,51381,LUCY,MONTMORT LUCY
67211,67474,HOHWILLER,SOULTZ SOUS FORETS
87102,87014,MORTEROLLES SUR SEMME,BESSINES SUR GARTEMPE
08221,08169,HAVYS,FLAIGNES HAVYS
90092,90042,SALBERT,EVETTE SALBERT
57106,57110,BOUZONVILLE,BRETTNACH
89233,89040,LUCY SUR CURE,BESSY SUR CURE
78246,78202,FONTENAY SAINT PERE,DROCOURT
77352,77136,OZOUER COURQUETAINE,COURQUETAINE
57465,57733,METZERVISSE,VOLSTROFF
55535,55367,TILLEULS VAUDONCOURT,MUZERAY
55069,55560,BRABANT LES VILLERS,VILLERS AUX VENTS
28226,28351,MAILLEBOIS,SAINT MAIXME HAUTERIVE
19261,19206,SORNAC SAINT GERMAIN LAVOLPS,SAINT GERMAIN LAVOLPS
27598,27701,SAINT PIERRE DU VAUVRAY,VAUDREUIL EX ENSEMBLE URBAIN
27537,27701,SAINT ETIENNE DU VAUVRAY,VAUDREUIL EX ENSEMBLE URBAIN
27528,27701,VAUDREUIL,VAUDREUIL EX ENSEMBLE URBAIN
27474,27701,POSES,VAUDREUIL EX ENSEMBLE URBAIN
27351,27701,INCARVILLE,VAUDREUIL EX ENSEMBLE URBAIN
27471,27701,PORTE JOIE,VAUDREUIL EX ENSEMBLE URBAIN
27365,27701,LERY,VAUDREUIL EX ENSEMBLE URBAIN
64402,64440,MONTESTRUCQ,OZENX MONTESTRUCQ
32259,32065,MONBERT,BROUILH MONBERT
57460,57570,MERTEN,REMERING LES HARGARTEN
79100,79304,COULON SANSAIS,SANSAIS
25015,25359,AMANCEY,MALANS
09306,09092,TARASCON SUR ARIEGE,CAZENAVE SERRES ET ALLENS
53167,53262,NUILLE SUR OUETTE,SOULGE SUR OUETTE
04112,04190,MANOSQUE,SAINT MARTIN LES EAUX
76466,76217,NEUVILLE LES DIEPPE,DIEPPE
89283,89252,OUANNE,MERRY SEC
86160,86299,MIREBEAU,VOUZAILLES
76025,76292,ARGUEIL FRY,FRY
04072,04009,ARCHAIL DRAIX,ARCHAIL
50555,50273,SAINTE SUZANNE EN BAUPTOIS,MONTSENELLE
50609,50523,CRIQUEVILLE AU PLAIN,SAINTE MERE EGLISE
47149,47221,LISSE,REAUP LISSE
50439,50167,RONTHON,DRAGEY TOMBELAINE
39465,39584,ROMANGE LES VRIANGE,VRIANGE
57420,57150,LOUTREMANGE,CONDE NORTHEN
85003,85055,AIZENAY,CHAPELLE PALLUAU
47048,47259,CANCON,SAINT MAURICE DE LESTAPEL
71263,71056,LOUHANS,BRANGES
78187,78506,CRACHES,PRUNAY EN YVELINES
52205,52297,FOULAIN,LUZY SUR MARNE
76755,76680,SAINT MICHEL EN CAUX,SORQUAINVILLE
89069,89425,CHAILLEY TURNY,TURNY
89010,89371,ANNAY SUR SEREIN,SAINTE VERTU
89118,89155,COULANGES LA VINEUSE,ESCOLIVES SAINTE CAMILLE
65008,65141,ANERAN CAMORS,CAZAUX FRECHET ANERAN CAMORS
02611,02559,PONT A BUCY,NOUVION ET CATILLON
50167,50199,DRAGEY TOMBELAINE,GENETS
12305,12003,VIVIEZ LES ALBRES,ALBRES
27080,27198,BOISSY SUR DAMVILLE,MESNILS SUR ITON
27186,27198,CRETON,MESNILS SUR ITON
86033,86079,BOUCHET,ROCHE RIGAULT
64367,64179,MASLACQ,CASTETNER
90026,90048,CHEVREMONT FONTENELLE,FONTENELLE
88396,88227,RONCOURT,HAGNEVILLE ET RONCOURT
88351,88048,PLOMBIERES LES BAINS,BELLEFONTAINE
77422,77026,SAINT MARTIN CHENNETRON,BEAUCHERY SAINT MARTIN
39433,39209,POISOUX,VAL D EPY
45128,45065,DOSSAINVILLE,CESARVILLE DOSSAINVILLE
14351,14762,LANDE VAUMONT,VIRE NORMANDIE
02524,02166,CHARMONT SUR MARNE,CHARTEVES
64113,64031,BERGOUEY ARANCOU VIELLENAVE,ARANCOU
04089,04226,FOURS,UVERNET FOURS
70033,70059,AUBERTANS,BEAUMOTTE AUBERTANS
10152,10084,FONTAINE LUYERES,CHARMONT SOUS BARBUISE
14263,14027,FERRIERE DUVAL,MONTS D AUNAY
70427,70025,PURGEROT ARBECEY,ARBECEY
49166,49214,JUIGNE BENE,MONTREUIL JUIGNE
39212,39331,ESSAVILLY,MIGNOVILLARD
39242,39331,FROIDEFONTAINE,MIGNOVILLARD
04196,04075,SAINT SYMPHORIEN,ENTREPIERRES
91122,91692,BURES SUR YVETTE,ULIS
91471,91692,ORSAY,ULIS
74246,74256,SAINT MARTIN SUR ARVE,SALLANCHES
77064,77494,CELLE SUR SEINE,VERNOU LA CELLE SUR SEINE
89420,89420,TREIGNY,SAINTE COLOMBE SUR LOING
89140,89014,DILO,ARCES DILO
55524,55573,VACON,VOID VACON
28345,28048,SAINT LOUP,BOURDINIERE SAINT LOUP
51383,51158,MORAINS,VAL DES MARAIS
51024,51158,AULNIZEUX,VAL DES MARAIS
51021,51158,AULNAY AUX PLANCHES,VAL DES MARAIS
25577,25485,VAIVRE,REMONDANS VAIVRE
19267,19275,TOURETTE,USSEL
19197,19275,SAINT DEZERY,USSEL
02247,02580,CUGNY LES CROUTTES,OULCHY LE CHATEAU
76355,76531,ROCQUEFORT SUR HERICOURT,ROCQUEFORT
67357,67485,OFFENHEIM,STUTZHEIM OFFENHEIM
55540,55487,VAUX LES PALAMEIX,SEUZEY VAUX
20246,2B246,PORTA,PORTA
20254,2A254,QUENZA,QUENZA
20253,2A253,QUASQUARA,QUASQUARA
20252,2B252,PRUNO,PRUNO
20251,2B251,PRUNELLI DI FIUMORBO,PRUNELLI DI FIUMORBO
20250,2B250,PRUNELLI DI CASACCONI,PRUNELLI DI CASACCONI
20249,2A249,PROPRIANO,PROPRIANO
20248,2B248,PRATO DI GIOVELLINA,PRATO DI GIOVELLINA
20256,2B256,RAPAGGIO,RAPAGGIO
20247,2A247,PORTO VECCHIO,PORTO VECCHIO
20244,2B244,POPOLASCA,POPOLASCA
20245,2B245,PORRI,PORRI
20243,2B243,POLVEROSO,POLVEROSO
20242,2B242,POGGIO MEZZANA,POGGIO MEZZANA
20241,2B241,POGGIO MARINACCIO,POGGIO MARINACCIO
20240,2A240,POGGIOLO,POGGIOLO
20239,2B239,POGGIO D OLETTA,POGGIO D OLETTA
20238,2B238,POGGIO DI VENACO,POGGIO DI VENACO
20236,2B236,POGGIO DI NAZZA,POGGIO DI NAZZA
20235,2B235,PIOGGIOLA,PIOGGIOLA
20255,2B255,QUERCITELLO,QUERCITELLO
20270,2A270,SARI D ORCINO,SARI D ORCINO
20257,2B257,RAPALE,RAPALE
20258,2A258,RENNO,RENNO
20277,2B277,SERRA DI FIUMORBO,SERRA DI FIUMORBO
20276,2A276,SERRA DI FERRO,SERRA DI FERRO
20275,2B275,SERMANO,SERMANO
20274,2B274,SCOLCA,SCOLCA
20273,2B273,SCATA,SCATA
20272,2A272,SARTENE,SARTENE
20271,2A271,SARROLA CARCOPINO,SARROLA CARCOPINO
20233,2B233,PINO,PINO
20269,2A269,SARI DI PORTO VECCHIO,SARI DI PORTO VECCHIO
20268,2A268,SAMPOLO,SAMPOLO
20267,2B267,SALICETO,SALICETO
20266,2A266,SALICE,SALICE
20265,2B265,RUTALI,RUTALI
20264,2B264,RUSIO,RUSIO
20263,2B263,ROSPIGLIANI,ROSPIGLIANI
20262,2A262,ROSAZIA,ROSAZIA
20261,2B261,ROGLIANO,ROGLIANO
20260,2B260,RIVENTOSA,RIVENTOSA
20259,2A259,REZZA,REZZA
20234,2B234,PIOBETTA,PIOBETTA
20218,2B218,PIEDICORTE DI GAGGIO,PIEDICORTE DI GAGGIO
20232,2A232,PILA CANALE,PILA CANALE
20208,2B208,PERELLI,PERELLI
20206,2B206,PENTA ACQUATELLA,PENTA ACQUATELLA
20205,2B205,PATRIMONIO,PATRIMONIO
20204,2A204,PASTRICCIOLA,PASTRICCIOLA
20203,2A203,PARTINELLO,PARTINELLO
20202,2B202,PARATA,PARATA
20201,2B201,PANCHERACCIA,PANCHERACCIA
20200,2A200,PALNECA,PALNECA
20199,2B199,PALASCA,PALASCA
20198,2A198,OTA,OTA
20197,2A197,OSANI,OSANI
20196,2A196,ORTO,ORTO
20195,2B195,ORTIPORIO,ORTIPORIO
20194,2B194,ORTALE,ORTALE
20193,2B193,OMESSA,OMESSA
20192,2B192,OLMO,OLMO
20191,2A191,OLMICCIA,OLMICCIA
20190,2B190,OLMI CAPPELLA,OLMI CAPPELLA
20189,2A189,OLMETO,OLMETO
20279,2A279,SERRIERA,SERRIERA
20207,2B207,PENTA DI CASINCA,PENTA DI CASINCA
20209,2A209,PERI,PERI
20231,2B231,PIGNA,PIGNA
20210,2B210,PERO CASEVECCHIE,PERO CASEVECCHIE
20230,2B230,PIEVE,PIEVE
20229,2B229,PIETROSO,PIETROSO
20228,2A228,PIETROSELLA,PIETROSELLA
20227,2B227,PIETRICAGGIO,PIETRICAGGIO
20226,2B226,PIETRASERENA,PIETRASERENA
20225,2B225,PIETRA DI VERDE,PIETRA DI VERDE
20224,2B224,PIETRACORBARA,PIETRACORBARA
20223,2B223,PIETRALBA,PIETRALBA
20222,2B222,PIE D OREZZA,PIE D OREZZA
20221,2B221,PIEDIPARTINO,PIEDIPARTINO
20220,2B220,PIEDIGRIGGIO,PIEDIGRIGGIO
20219,2B219,PIEDICROCE,PIEDICROCE
20217,2B217,PIAZZOLE,PIAZZOLE
20216,2B216,PIAZZALI,PIAZZALI
20215,2A215,PIANOTOLLI CALDARELLO,PIANOTOLLI CALDARELLO
20214,2B214,PIANO,PIANO
20213,2B213,PIANELLO,PIANELLO
20212,2A212,PIANA,PIANA
20211,2A211,PETRETO BICCHISANO,PETRETO BICCHISANO
20278,2A278,SERRA DI SCOPAMENE,SERRA DI SCOPAMENE
20358,2A358,ZEVACO,ZEVACO
20280,2B280,SILVARECCIO,SILVARECCIO
20350,2B350,VIGNALE,VIGNALE
20348,2A348,VICO,VICO
20347,2B347,VEZZANI,VEZZANI
20346,2B346,VESCOVATO,VESCOVATO
20345,2A345,VERO,VERO
20344,2B344,VERDESE,VERDESE
20343,2B343,VENZOLASCA,VENZOLASCA
20342,2B342,VENTISERI,VENTISERI
20341,2B341,VENACO,VENACO
20340,2B340,VELONE ORNETO,VELONE ORNETO
20339,2B339,VALLICA,VALLICA
20338,2B338,VALLE D OREZZA,VALLE D OREZZA
20337,2B337,VALLE DI ROSTINO,VALLE DI ROSTINO
20336,2A336,VALLE DI MEZZANA,VALLE DI MEZZANA
20335,2B335,VALLE DI CAMPOLORO,VALLE DI CAMPOLORO
20334,2B334,VALLE D ALESANI,VALLE D ALESANI
20333,2B333,VALLECALLE,VALLECALLE
20332,2B332,URTACA,URTACA
20331,2A331,URBALACONE,URBALACONE
20330,2A330,UCCIANI,UCCIANI
20349,2A349,VIGGIANELLO,VIGGIANELLO
20351,2A351,VILLANOVA,VILLANOVA
20328,2B328,TOX,TOX
20352,2B352,VILLE DI PARASO,VILLE DI PARASO
89054,89369,BRANNAY SAINT SEROTIN,SAINT SEROTIN
69011,69172,ARBUISSONNAS,SALLES ARBUISSONNAS EN BEAUJOLAIS
39005,39385,ABERGEMENT SAINT JEAN,NEUBLANS ABERGEMENT
26151,26262,JANSAC,RECOUBEAU JANSAC
20366,2B366,CHISA,CHISA
20365,2B365,SAN GAVINO DI FIUMORBO,SAN GAVINO DI FIUMORBO
20364,2B364,ZUANI,ZUANI
20363,2A363,ZOZA,ZOZA
20362,2A362,ZONZA,ZONZA
20361,2B361,ZILIA,ZILIA
20360,2A360,ZIGLIARA,ZIGLIARA
20359,2A359,ZICAVO,ZICAVO
20186,2A186,OLIVESE,OLIVESE
20357,2A357,ZERUBIA,ZERUBIA
20356,2B356,ZALANA,ZALANA
20355,2B355,VOLPAJOLA,VOLPAJOLA
20354,2B354,VIVARIO,VIVARIO
20353,2B353,VILLE DI PIETRABUGNO,VILLE DI PIETRABUGNO
20329,2B329,TRALONCA,TRALONCA
20327,2B327,TOMINO,TOMINO
20281,2B281,SISCO,SISCO
20303,2B303,SAN GIULIANO,SAN GIULIANO
20301,2B301,SAN GAVINO DI TENDA,SAN GAVINO DI TENDA
20300,2A300,SAN GAVINO DI CARBINI,SAN GAVINO DI CARBINI
20299,2B299,SAN GAVINO D AMPUGNANI,SAN GAVINO D AMPUGNANI
20298,2B298,SAINT FLORENT,SAINT FLORENT
20297,2B297,SAN DAMIANO,SAN DAMIANO
20296,2B296,SANT ANTONINO,SANT ANTONINO
20295,2A295,SANT ANDREA D ORCINO,SANT ANDREA D ORCINO
20293,2B293,SANT ANDREA DI COTONE,SANT ANDREA DI COTONE
20292,2B292,SANT ANDREA DI BOZIO,SANT ANDREA DI BOZIO
20291,2B291,STAZZONA,STAZZONA
20290,2B290,SPELONCATO,SPELONCATO
20289,2B289,SOVERIA,SOVERIA
20288,2A288,SOTTA,SOTTA
20287,2B287,SORIO,SORIO
20286,2B286,SORBO OCAGNANO,SORBO OCAGNANO
20285,2A285,SORBOLLANO,SORBOLLANO
20284,2A284,SOLLACARO,SOLLACARO
20283,2B283,SOLARO,SOLARO
20282,2A282,SOCCIA,SOCCIA
20302,2B302,SAN GIOVANNI DI MORIANI,SAN GIOVANNI DI MORIANI
20304,2B304,SAN LORENZO,SAN LORENZO
20326,2A326,TOLLA,TOLLA
20305,2B305,SAN MARTINO DI LOTA,SAN MARTINO DI LOTA
20324,2A324,TAVERA,TAVERA
20323,2A323,TAVACO,TAVACO
20322,2A322,TASSO,TASSO
20321,2B321,TARRANO,TARRANO
20320,2B320,TALLONE,TALLONE
20319,2B319,TALASANI,TALASANI
20318,2B318,TAGLIO ISOLACCIO,TAGLIO ISOLACCIO
20317,2B317,SANTA REPARATA DI MORIANI,SANTA REPARATA DI MORIANI
20316,2B316,SANTA REPARATA DI BALAGNA,SANTA REPARATA DI BALAGNA
20315,2B315,SANTO PIETRO DI VENACO,SANTO PIETRO DI VENACO
20314,2B314,SANTO PIETRO DI TENDA,SANTO PIETRO DI TENDA
20313,2B313,SAN NICOLAO,SAN NICOLAO
20312,2A312,SANTA MARIA SICHE,SANTA MARIA SICHE
20311,2B311,SANTA MARIA POGGIO,SANTA MARIA POGGIO
20310,2A310,SANTA MARIA FIGANIELLA,SANTA MARIA FIGANIELLA
20309,2B309,SANTA MARIA DI LOTA,SANTA MARIA DI LOTA
20308,2A308,SAINTE LUCIE DE TALLANO,SAINTE LUCIE DE TALLANO
20307,2B307,SANTA LUCIA DI MORIANI,SANTA LUCIA DI MORIANI
20306,2B306,SANTA LUCIA DI MERCURIO,SANTA LUCIA DI MERCURIO
20187,2B187,OLMETA DI CAPOCORSO,OLMETA DI CAPOCORSO
20188,2B188,OLMETA DI TUDA,OLMETA DI TUDA
20185,2B185,OLETTA,OLETTA
20069,2B069,CASABIANCA,CASABIANCA
20067,2B067,CARPINETO,CARPINETO
20066,2A066,CARGIACA,CARGIACA
20065,2A065,CARGESE,CARGESE
20064,2A064,CARDO TORGIA,CARDO TORGIA
20063,2B063,CARCHETO BRUSTICO,CARCHETO BRUSTICO
20062,2A062,CARBUCCIA,CARBUCCIA
20061,2A061,CARBINI,CARBINI
20060,2A060,CANNELLE,CANNELLE
20059,2B059,CANAVAGGIA,CANAVAGGIA
20058,2B058,CANARI,CANARI
20057,2B057,CANALE DI VERDE,CANALE DI VERDE
20056,2A056,CAMPO,CAMPO
20055,2B055,CAMPITELLO,CAMPITELLO
20054,2B054,CAMPILE,CAMPILE
20053,2B053,CAMPI,CAMPI
20052,2B052,CAMPANA,CAMPANA
20051,2B051,CAMBIA,CAMBIA
20050,2B050,CALVI,CALVI
20049,2B049,CALENZANA,CALENZANA
20068,2B068,CARTICASI,CARTICASI
20070,2A070,CASAGLIONE,CASAGLIONE
20047,2B047,CALACUCCIA,CALACUCCIA
20071,2A071,CASALABRIVA,CASALABRIVA
20091,2A091,COGNOCOLI MONTICCHI,COGNOCOLI MONTICCHI
20090,2A090,COGGIA,COGGIA
20089,2A089,CIAMANNACCE,CIAMANNACCE
20088,2B088,CHIATRA,CHIATRA
20087,2B087,CERVIONE,CERVIONE
20086,2B086,CENTURI,CENTURI
20085,2A085,CAURO,CAURO
20084,2B084,CATERI,CATERI
20083,2B083,CASTIRLA,CASTIRLA
20082,2B082,CASTINETA,CASTINETA
20081,2B081,CASTIGLIONE,CASTIGLIONE
20080,2B080,CASTIFAO,CASTIFAO
20079,2B079,CASTELLO DI ROSTINO,CASTELLO DI ROSTINO
20078,2B078,CASTELLARE DI MERCURIO,CASTELLARE DI MERCURIO
20077,2B077,CASTELLARE DI CASINCA,CASTELLARE DI CASINCA
20075,2B075,CASEVECCHIE,CASEVECCHIE
20074,2B074,CASANOVA,CASANOVA
20073,2B073,CASAMACCIOLI,CASAMACCIOLI
20072,2B072,CASALTA,CASALTA
20048,2A048,CALCATOGGIO,CALCATOGGIO
20046,2B046,CAGNANO,CAGNANO
20093,2B093,CORBARA,CORBARA
20022,2A022,ARRO,ARRO
20020,2B020,AREGNO,AREGNO
20019,2A019,ARBORI,ARBORI
20018,2A018,ARBELLARA,ARBELLARA
20017,2A017,APPIETTO,APPIETTO
20016,2B016,ANTISANTI,ANTISANTI
20015,2B015,AMPRIANI,AMPRIANI
20013,2B013,ALZI,ALZI
20012,2B012,ALTIANI,ALTIANI
20011,2A011,ALTAGENE,ALTAGENE
20010,2B010,ALGAJOLA,ALGAJOLA
20009,2B009,ALERIA,ALERIA
20008,2A008,ALBITRECCIA,ALBITRECCIA
20007,2B007,ALBERTACCE,ALBERTACCE
20006,2A006,ALATA,ALATA
20005,2B005,ALANDO,ALANDO
20004,2A004,AJACCIO,AJACCIO
20003,2B003,AITI,AITI
20002,2B002,AGHIONE,AGHIONE
20001,2A001,AFA,AFA
20021,2A021,ARGIUSTA MORICCIO,ARGIUSTA MORICCIO
20023,2B023,ASCO,ASCO
20045,2B045,BUSTANICO,BUSTANICO
20024,2A024,AULLENE,AULLENE
20043,2B043,BRANDO,BRANDO
20042,2B042,BORGO,BORGO
20041,2A041,BONIFACIO,BONIFACIO
20040,2A040,BOCOGNANO,BOCOGNANO
20039,2B039,BISINCHI,BISINCHI
20038,2A038,BILIA,BILIA
20037,2B037,BIGUGLIA,BIGUGLIA
20036,2B036,BIGORNO,BIGORNO
20035,2A035,BELVEDERE CAMPOMORO,BELVEDERE CAMPOMORO
20034,2B034,BELGODERE,BELGODERE
20033,2B033,BASTIA,BASTIA
20032,2A032,BASTELICACCIA,BASTELICACCIA
20031,2A031,BASTELICA,BASTELICA
20030,2B030,BARRETTALI,BARRETTALI
20029,2B029,BARBAGGIO,BARBAGGIO
20028,2A028,BALOGNA,BALOGNA
20027,2A027,AZZANA,AZZANA
20026,2A026,AZILONE AMPAZA,AZILONE AMPAZA
20025,2B025,AVAPESSA,AVAPESSA
20092,2A092,CONCA,CONCA
20014,2A014,AMBIEGNA,AMBIEGNA
20094,2A094,CORRANO,CORRANO
20163,2A163,MONACIA D AULLENE,MONACIA D AULLENE
20161,2B161,MOITA,MOITA
20160,2A160,MOCA CROCE,MOCA CROCE
20159,2B159,MERIA,MERIA
20158,2A158,MELA,MELA
20157,2B157,MAZZOLA,MAZZOLA
20095,2B095,CORSCIA,CORSCIA
20155,2B155,MATRA,MATRA
20154,2A154,MARIGNANA,MARIGNANA
20153,2B153,MANSO,MANSO
20152,2B152,LURI,LURI
20150,2B150,LUMIO,LUMIO
20149,2B149,LUGO DI NAZZA,LUGO DI NAZZA
20148,2B148,LUCCIANA,LUCCIANA
20147,2B147,LOZZI,LOZZI
20146,2A146,LORETO DI TALLANO,LORETO DI TALLANO
20145,2B145,LORETO DI CASINCA,LORETO DI CASINCA
20144,2A144,LOPIGNA,LOPIGNA
20143,2B143,LINGUIZZETTA,LINGUIZZETTA
20142,2A142,LEVIE,LEVIE
20162,2B162,MOLTIFAO,MOLTIFAO
20164,2B164,MONACIA D OREZZA,MONACIA D OREZZA
20140,2B140,LENTO,LENTO
20165,2B165,MONCALE,MONCALE
20183,2B183,OGLIASTRO,OGLIASTRO
20182,2B182,OCCHIATANA,OCCHIATANA
20181,2A181,OCANA,OCANA
20180,2B180,NOVELLA,NOVELLA
20179,2B179,NOVALE,NOVALE
20178,2B178,NONZA,NONZA
20177,2B177,NOCETA,NOCETA
20176,2B176,NOCARIO,NOCARIO
20175,2B175,NESSA,NESSA
20174,2A174,MURZO,MURZO
20173,2B173,MURO,MURO
20172,2B172,MURATO,MURATO
20184,2B184,OLCANI,OLCANI
20171,2B171,MURACCIOLE,MURACCIOLE
20170,2B170,MORSIGLIA,MORSIGLIA
20169,2B169,MOROSAGLIA,MOROSAGLIA
20168,2B168,MONTICELLO,MONTICELLO
20167,2B167,MONTEGROSSO,MONTEGROSSO
20166,2B166,MONTE,MONTE
20141,2A141,LETIA,LETIA
20156,2B156,MAUSOLEO,MAUSOLEO
20139,2A139,LECCI,LECCI
20116,2B116,FOCICCHIA,FOCICCHIA
20114,2A114,FIGARI,FIGARI
20113,2B113,FICAJA,FICAJA
20112,2B112,FELICETO,FELICETO
20111,2B111,FELCE,FELCE
20110,2B110,FAVALELLO,FAVALELLO
20109,2B109,FARINOLE,FARINOLE
20108,2A108,EVISA,EVISA
20107,2B107,ERSA,ERSA
20106,2B106,ERONE,ERONE
20105,2B105,ERBAJOLO,ERBAJOLO
20104,2A104,ECCICA SUARELLA,ECCICA SUARELLA
20103,2A103,CUTTOLI CORTICCHIATO,CUTTOLI CORTICCHIATO
20102,2B102,CROCICCHIA,CROCICCHIA
20138,2B138,LAVATOGGIO,LAVATOGGIO
20100,2A100,CRISTINACCE,CRISTINACCE
20099,2A099,COZZANO,COZZANO
20098,2A098,COTI CHIAVARI,COTI CHIAVARI
20097,2B097,COSTA,COSTA
20096,2B096,CORTE,CORTE
20115,2A115,FOCE,FOCE
20101,2B101,CROCE,CROCE
20117,2A117,FORCIOLO,FORCIOLO
20128,2A128,GRANACE,GRANACE
20118,2A118,FOZZANO,FOZZANO
20136,2B136,LAMA,LAMA
20135,2B135,ISOLACCIO DI FIUMORBO,ISOLACCIO DI FIUMORBO
20134,2B134,ILE ROUSSE,ILE ROUSSE
20133,2A133,GUITERA LES BAINS,GUITERA LES BAINS
20132,2A132,GUARGUALE,GUARGUALE
20131,2A131,GUAGNO,GUAGNO
20130,2A130,GROSSETO PRUGNA,GROSSETO PRUGNA
20129,2A129,GROSSA,GROSSA
20137,2B137,LANO,LANO
20127,2A127,GIUNCHETO,GIUNCHETO
20126,2B126,GIUNCAGGIO,GIUNCAGGIO
20125,2B125,GIOCATOJO,GIOCATOJO
20124,2B124,GHISONI,GHISONI
20123,2B123,GHISONACCIA,GHISONACCIA
20122,2B122,GAVIGNANO,GAVIGNANO
20121,2B121,GALERIA,GALERIA
20120,2B120,FURIANI,FURIANI
20119,2A119,FRASSETO,FRASSETO
07046,07031,CASTELJAU,BERRIAS ET CASTELJAU
07125,07147,LAFIGERE,MALARCE SUR LA THINES
07246,07284,SAINT JEAN DE POURCHARESSE,SAINT PIERRE SAINT JEAN
07320,07147,THINES,MALARCE SUR LA THINES
68236,68216,NIEDERLARG,MOOSLARGUE
57157,57132,COUTURES,CHATEAU SALINS
52068,52182,BRAUCOURT,ECLARON BRAUCOURT SAINTE LIVIERE
85230,85040,SAINT HILAIRE DU BOIS,CAILLERE SAINT HILAIRE
76292,76025,FRY,ARGUEIL FRY
76003,76020,AMBOURVILLE,ANNEVILLE AMBOURVILLE
67262,67206,LEITERSWILLER,HOFFEN
67224,67442,IRMSTETT,SCHARRACHBERGHEIM IRMSTETT
67193,67206,HERMERSWILLER,HOFFEN
67144,67513,FOUDAY,BAN DE LA ROCHE
67027,67513,BELMONT,BAN DE LA ROCHE
67026,67513,BELLEFOSSE,BAN DE LA ROCHE
67007,67544,ALTENSTADT,WISSEMBOURG
01251,01313,MOENS,PREVESSIN MOENS
51494,52182,SAINTE LIVIERE,ECLARON BRAUCOURT SAINTE LIVIERE
27479,27153,PROVEMONT,CHAUVINCOURT PROVEMONT
26260,26055,RAVEL ET FERRIERS,BOULC
22120,22030,LANVEZEAC,CAOUENNEC LANVEZEAC
17370,17454,SAINT MAURICE DE LAURENCANNE,TUGERAS SAINT MAURICE
14537,14046,ROBEHOMME,BAVENT
14526,14011,QUESNAY GUESNON,AURSEULLES
12003,12305,ALBRES,VIVIEZ LES ALBRES
09337,09264,VILLENEUVE DU BOSC,SAINT JEAN DE VERGES
05125,05061,ROMETTE,GAP
04190,04112,SAINT MARTIN LES EAUX,MANOSQUE
08345,08333,PRIMAT,OLIZY PRIMAT
08112,08057,CHATILLON SUR BAR,BELLEVILLE ET CHATILLON SUR BAR
08047,08352,BARBAISE,RAILLICOURT BARBAISE
41162,41220,NOUAN SUR LOIRE,SAINT LAURENT NOUAN
07318,07132,TAURIERS,LARGENTIERE
52409,52211,PROVENCHERES SUR MARNE,FRONCLES
28131,91016,DOMMERVILLE,ANGERVILLE
67332,67351,NIEDERSEEBACH,SEEBACH
66100,66167,LLO,SAILLAGOUSE LLO
34154,34344,MAUGUIO,GRANDE MOTTE
02166,02524,CHARTEVES,CHARMONT SUR MARNE
33041,33042,BELIET,BELIN BELIET
31016,31085,ARGUT DESSUS,BOUTX
31154,31085,COULEDOUX,BOUTX
76150,76732,BUTOT EN CAUX,BUTOT VENESVILLE
70123,70122,CHAMPLITTE LA VILLE,CHAMPLITTE
70382,70122,NEUVELLE LES CHAMPLITTE,CHAMPLITTE
70354,70122,MONTARLOT LES CHAMPLITTE,CHAMPLITTE
70333,70122,MARGILLEY,CHAMPLITTE
70300,70122,LEFFOND,CHAMPLITTE
67349,67484,OBERROEDERN,STUNDWILLER
27450,27206,PANLATTE,DROISY
33217,33341,LAFOSSE,PUGNAC
67012,67484,ASCHBACH,STUNDWILLER
36039,36070,CHANTOME,EGUZON CHANTOME
52210,70122,FRETTES,CHAMPLITTE
24467,24354,SAINT MICHEL DE RIVIERE,ROCHE CHALAIS
24469,24354,SAINT MICHEL L ECLUSE ET LEPARON,ROCHE CHALAIS
05109,05023,PUY SAINT PIERRE,BRIANCON
25337,25357,LIEVREMONT,MAISONS DU BOIS LIEVREMONT
39012,25527,ANTORPE,SAINT VIT
45090,45035,CHEMAULT,BOISCOMMUN
67247,67108,KOLBSHEIM,DUPPIGHEIM
08285,08328,MEILLIER FONTAINE,NOUZONVILLE
08495,08113,WADIMONT,CHAUMONT PORCIEN
77497,77421,VIEUX MAISONS,SAINT MARS VIEUX MAISONS
57110,57106,BRETTNACH,BOUZONVILLE
08265,08366,MAINBRESSON,ROCQUIGNY
08266,08366,MAINBRESSY,ROCQUIGNY
08258,08113,LOGNY LES CHAUMONT,CHAUMONT PORCIEN
08213,08366,HARDOYE,ROCQUIGNY
89425,89069,TURNY,CHAILLEY TURNY
20325,2A249,TIVOLAGGIO,PROPRIANO
25023,25575,ARCIER,VAIRE ARCIER
80457,80630,LAHAYE SAINT ROMAIN,POIX DE PICARDIE
85045,85002,CHAIZE GIRAUD,AIGUILLON LA CHAIZE
52465,52332,SAULXURES,VAL DE MEUSE
52410,52332,PROVENCHERES SUR MEUSE,VAL DE MEUSE
52418,52332,RECOURT,VAL DE MEUSE
52417,52332,RAVENNEFONTAINES,VAL DE MEUSE
52186,52332,EPINANT,VAL DE MEUSE
52317,52332,MAULAIN,VAL DE MEUSE
52281,52332,LECOURT,VAL DE MEUSE
52033,52332,AVRECOURT,VAL DE MEUSE
52283,52332,LENIZEUL,VAL DE MEUSE
04052,04144,CHATEAUNEUF LES MOUSTIERS,PALUD SUR VERDON
04060,04219,SAINT MICHEL PEYRESQ,THORAME HAUTE
